Mark 4:15	96	Satan	satan	satan
Mark 5:6	12	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:7	72	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:13	8	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:15	13	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:20	56	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:21	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:27	35	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:30	12	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:36	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 5:37	40	Peter	simon-peter	simon-peter
Mark 5:37	47	James	james-son-of-zebedee	james-son-of-zebedee
Mark 5:37	58	John	john-the-baptist	john-the-baptist
Mark 5:37	78	James	james-son-of-zebedee	james-son-of-zebedee
Mark 6:3	37	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Mark 6:3	58	James	james-brother-of-jesus	james-son-of-zebedee
Mark 6:3	83	Simon	-	simon-peter
Mark 6:4	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 6:14	68	John the Baptizer	john-the-baptist	john-the-baptist
Mark 6:15	24	Elijah	elijah	elijah
Mark 6:16	46	John	john-the-baptist	john-the-baptist
Mark 6:17	44	John	john-the-baptist	john-the-baptist
Mark 6:17	112	Philip	-	philip-the-apostle
Mark 6:18	4	John	john-the-baptist	john-the-baptist
Mark 6:20	17	John	john-the-baptist	john-the-baptist
Mark 6:24	81	John the Baptizer	john-the-baptist	john-the-baptist
Mark 6:25	104	John the Baptizer	john-the-baptist	john-the-baptist
Mark 6:27	77	John	john-the-baptist	john-the-baptist
Mark 6:30	45	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 6:34	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 7:6	28	Isaiah	isaiah	isaiah
Mark 7:10	4	Moses	moses	moses
Mark 7:27	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 8:1	83	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 8:17	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 8:27	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 8:28	16	John the Baptizer	john-the-baptist	john-the-baptist
Mark 8:28	50	Elijah	elijah	elijah
Mark 8:29	49	Peter	simon-peter	simon-peter
Mark 8:32	25	Peter	simon-peter	simon-peter
Mark 8:33	58	Peter	simon-peter	simon-peter
Mark 8:33	91	Satan	satan	satan
Mark 9:2	15	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:2	35	Peter	simon-peter	simon-peter
Mark 9:2	42	James	james-son-of-zebedee	james-son-of-zebedee
Mark 9:2	53	John	john-the-baptist	john-the-baptist
Mark 9:4	0	Elijah	elijah	elijah
Mark 9:4	11	Moses	moses	moses
Mark 9:4	62	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:5	0	Peter	simon-peter	simon-peter
Mark 9:5	15	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:5	105	Moses	moses	moses
Mark 9:5	124	Elijah	elijah	elijah
Mark 9:8	68	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:11	53	Elijah	elijah	elijah
Mark 9:12	18	Elijah	elijah	elijah
Mark 9:13	20	Elijah	elijah	elijah
Mark 9:23	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:25	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:27	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 9:38	0	John	john-the-baptist	john-the-baptist
Mark 9:39	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:3	23	Moses	moses	moses
Mark 10:4	12	Moses	moses	moses
Mark 10:5	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:14	9	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:18	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:21	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:23	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:24	44	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:27	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:28	0	Peter	simon-peter	simon-peter
Mark 10:29	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:32	49	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:35	0	James	james-son-of-zebedee	james-son-of-zebedee
Mark 10:35	10	John	john-the-baptist	john-the-baptist
Mark 10:38	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:39	33	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:41	58	James	james-son-of-zebedee	james-son-of-zebedee
Mark 10:41	68	John	john-the-baptist	john-the-baptist
Mark 10:42	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:47	26	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:47	32	the Nazarene	jesus-of-nazareth	jesus-of-nazareth
Mark 10:47	77	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:47	95	David	david	david
Mark 10:48	83	David	david	david
Mark 10:49	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:50	51	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:51	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:52	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 10:52	112	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:6	26	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:7	33	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:7	76	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:10	37	David	david	david
Mark 11:11	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:14	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:15	28	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:21	0	Peter	simon-peter	simon-peter
Mark 11:22	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:26	45	Father in heaven	god-the-father	god-the-father
Mark 11:29	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:30	15	John	john-the-baptist	john-the-baptist
Mark 11:32	69	John	john-the-baptist	john-the-baptist
Mark 11:33	14	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 11:33	38	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:14	197	Caesar	tiberius-caesar	tiberius-caesar
Mark 12:16	92	Caesar	tiberius-caesar	tiberius-caesar
Mark 12:17	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:17	32	Caesar	tiberius-caesar	tiberius-caesar
Mark 12:17	59	Caesar	tiberius-caesar	tiberius-caesar
Mark 12:19	10	Moses	moses	moses
Mark 12:24	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:26	74	Moses	moses	moses
Mark 12:26	144	Abraham	abraham	abraham
Mark 12:26	164	Isaac	isaac	isaac
Mark 12:26	186	Jacob	jacob	jacob
Mark 12:29	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:34	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 12:35	107	David	david	david
Mark 12:36	4	David	david	david
Mark 12:36	26	the Holy Spirit	holy-spirit	holy-spirit
Mark 12:37	10	David	david	david
Mark 12:41	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 13:2	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 13:3	54	Peter	simon-peter	simon-peter
Mark 13:3	61	James	james-son-of-zebedee	james-son-of-zebedee
Mark 13:3	68	John	john-the-baptist	john-the-baptist
Mark 13:3	78	Andrew	andrew-apostle	andrew-apostle
Mark 13:5	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 13:11	189	the Holy Spirit	holy-spirit	holy-spirit
Mark 13:14	61	Daniel	daniel	daniel
Mark 14:3	41	Simon the leper	simon-the-leper	simon-the-leper
Mark 14:6	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:10	0	Judas Iscariot	judas-iscariot	judas-iscariot
Mark 14:18	29	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:22	21	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:27	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:29	4	Peter	simon-peter	simon-peter
Mark 14:30	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:33	17	Peter	simon-peter	simon-peter
Mark 14:33	24	James	james-son-of-zebedee	james-son-of-zebedee
Mark 14:33	35	John	john-the-baptist	john-the-baptist
Mark 14:36	10	Abba, Father	god-the-father	god-the-father
Mark 14:37	45	Peter	simon-peter	simon-peter
Mark 14:37	53	Simon	simon-peter	simon-peter
Mark 14:43	42	Judas	judas-iscariot	judas-iscariot
Mark 14:48	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:53	9	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:54	0	Peter	simon-peter	simon-peter
Mark 14:55	69	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:60	50	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:62	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:66	3	Peter	simon-peter	simon-peter
Mark 14:67	11	Peter	simon-peter	simon-peter
Mark 14:67	83	the Nazarene	jesus-of-nazareth	jesus-of-nazareth
Mark 14:67	97	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 14:70	78	Peter	simon-peter	simon-peter
Mark 14:72	36	Peter	simon-peter	simon-peter
Mark 14:72	72	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:1	129	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:1	182	Pilate	pontius-pilate	pontius-pilate
Mark 15:2	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:4	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:5	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:5	42	Pilate	pontius-pilate	pontius-pilate
Mark 15:9	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:12	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:14	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:15	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:15	84	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:21	56	Simon of Cyrene	simon-of-cyrene	simon-of-cyrene
Mark 15:34	18	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:35	77	Elijah	elijah	elijah
Mark 15:36	133	Elijah	elijah	elijah
Mark 15:37	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:40	63	Mary Magdalene	mary-magdalene	mary-magdalene
Mark 15:40	83	Mary	mary-mother-of-james-the-less	mary-mother-of-jesus
Mark 15:40	102	James	james-son-of-zebedee	james-son-of-zebedee
Mark 15:40	135	Salome	salome-follower-of-jesus	salome-follower-of-jesus
Mark 15:43	0	Joseph	joseph-of-arimathea	joseph-son-of-jacob
Mark 15:43	124	Pilate	pontius-pilate	pontius-pilate
Mark 15:43	146	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 15:44	0	Pilate	pontius-pilate	pontius-pilate
Mark 15:45	61	Joseph	joseph-of-arimathea	joseph-son-of-jacob
Mark 15:47	0	Mary Magdalene	mary-magdalene	mary-magdalene
Mark 15:47	19	Mary	mary-mother-of-james-the-less	mary-mother-of-jesus
Mark 16:1	27	Mary Magdalene	mary-magdalene	mary-magdalene
Mark 16:1	47	Mary	mary-mother-of-james-the-less	mary-mother-of-jesus
Mark 16:1	66	James	james-son-of-zebedee	james-son-of-zebedee
Mark 16:1	77	Salome	salome-follower-of-jesus	salome-follower-of-jesus
Mark 16:6	44	Jesus	jesus-of-nazareth	jesus-of-nazareth
Mark 16:6	51	the Nazarene	jesus-of-nazareth	jesus-of-nazareth
Mark 16:7	31	Peter	simon-peter	simon-peter
Mark 16:9	79	Mary Magdalene	mary-magdalene	mary-magdalene
Luke 1:3	134	Theophilus	theophilus	theophilus
Luke 1:5	74	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:5	113	Abijah	-	abijah-king-of-judah
Luke 1:5	155	Aaron	aaron	aaron
Luke 1:5	179	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:7	31	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:12	0	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:13	45	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:13	108	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:13	168	John	john-the-baptist	john-the-baptist
Luke 1:15	114	the Holy Spirit	holy-spirit	holy-spirit
Luke 1:17	49	Elijah	elijah	elijah
Luke 1:18	0	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:19	30	Gabriel	gabriel-archangel	gabriel-archangel
Luke 1:21	28	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:24	17	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:26	34	Gabriel	gabriel-archangel	gabriel-archangel
Luke 1:27	58	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 1:27	69	David	david	david
Luke 1:27	106	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:30	41	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:31	89	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 1:32	116	David	david	david
Luke 1:33	36	Jacob	jacob	jacob
Luke 1:34	0	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:35	25	The Holy Spirit	holy-spirit	holy-spirit
Luke 1:36	8	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:38	0	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:39	0	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:40	30	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:40	52	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:41	5	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:41	21	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:41	71	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:41	97	the Holy Spirit	holy-spirit	holy-spirit
Luke 1:46	0	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:55	31	Abraham	abraham	abraham
Luke 1:56	0	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 1:57	18	Elizabeth	elizabeth-mother-of-john-baptist	elizabeth-mother-of-john-baptist
Luke 1:59	85	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:60	52	John	john-the-baptist	john-the-baptist
Luke 1:63	55	John	john-the-baptist	john-the-baptist
Luke 1:67	12	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 1:67	39	the Holy Spirit	holy-spirit	holy-spirit
Luke 1:69	73	David	david	david
Luke 1:73	27	Abraham	abraham	abraham
Luke 2:1	42	Caesar Augustus	caesar-augustus	caesar-augustus
Luke 2:2	40	Quirinius	quirinius	quirinius
Luke 2:4	0	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 2:4	78	David	david	david
Luke 2:4	161	David	david	david
Luke 2:5	23	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 2:11	35	David	david	david
Luke 2:16	37	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 2:16	46	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 2:19	4	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 2:21	86	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 2:25	52	Simeon	simeon-at-the-temple	simeon-at-the-temple
Luke 2:25	138	the Holy Spirit	holy-spirit	holy-spirit
Luke 2:26	31	the Holy Spirit	holy-spirit	holy-spirit
Luke 2:27	78	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 2:33	0	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 2:34	4	Simeon	simeon-at-the-temple	simeon-at-the-temple
Luke 2:34	37	Mary	mary-mother-of-jesus	mary-mother-of-jesus
Luke 2:36	14	Anna	anna-the-prophetess	anna-the-prophetess
Luke 2:43	70	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 2:43	104	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 2:52	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 3:1	42	Tiberius Caesar	tiberius-caesar	tiberius-caesar
Luke 3:1	59	Pontius Pilate	pontius-pilate	pontius-pilate
Luke 3:1	152	Philip	philip-the-tetrarch	philip-the-apostle
Luke 3:1	214	Lysanias	lysanias	lysanias
Luke 3:2	36	Caiaphas	caiaphas	caiaphas
Luke 3:2	70	John	john-the-baptist	john-the-baptist
Luke 3:2	87	Zacharias	zechariah-father-of-john-baptist	zechariah-father-of-john-baptist
Luke 3:4	45	Isaiah	isaiah	isaiah
Luke 3:8	97	Abraham	abraham	abraham
Luke 3:8	178	Abraham	abraham	abraham
Luke 3:15	83	John	john-the-baptist	john-the-baptist
Luke 3:16	0	John	john-the-baptist	john-the-baptist
Luke 3:16	172	the Holy Spirit	holy-spirit	holy-spirit
Luke 3:20	45	John	john-the-baptist	john-the-baptist
Luke 3:21	39	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 3:22	4	the Holy Spirit	holy-spirit	holy-spirit
Luke 3:23	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 3:23	102	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 3:24	31	Levi	-	matthew-levi
Luke 3:24	86	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 3:26	71	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 3:27	48	Zerubbabel	zerubbabel	zerubbabel
Luke 3:27	71	Shealtiel	shealtiel	shealtiel
Luke 3:29	86	Levi	-	matthew-levi
Luke 3:30	11	Simeon	simeon-at-the-temple	simeon-at-the-temple
Luke 3:30	48	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 3:30	85	Eliakim	eliakim-son-of-abiud	eliakim-son-of-abiud
Luke 3:31	68	Nathan	-	nathan-the-prophet
Luke 3:31	87	David	david	david
Luke 3:32	11	Jesse	jesse	jesse
Luke 3:32	29	Obed	obed	obed
Luke 3:32	46	Boaz	-	boaz
Luke 3:32	63	Salmon	salmon-father-of-boaz	salmon-father-of-boaz
Luke 3:32	82	Nahshon	nahshon	nahshon
Luke 3:33	11	Amminadab	-	amminadab
Luke 3:33	50	Hezron	-	hezron-son-of-perez
Luke 3:33	69	Perez	perez	perez
Luke 3:34	11	Jacob	jacob	jacob
Luke 3:34	29	Isaac	isaac	isaac
Luke 3:34	47	Abraham	abraham	abraham
Luke 3:36	68	Noah	noah	noah
Luke 3:37	34	Enoch	enoch	enoch
Luke 3:38	45	Adam	adam	adam
Luke 4:1	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:1	15	the Holy Spirit	holy-spirit	holy-spirit
Luke 4:2	33	the devil	satan	satan
Luke 4:3	0	The devil	satan	satan
Luke 4:4	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:5	0	The devil	satan	satan
Luke 4:6	0	The devil	satan	satan
Luke 4:8	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:8	35	Satan	satan	satan
Luke 4:12	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:13	5	the devil	satan	satan
Luke 4:14	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:17	24	Isaiah	isaiah	isaiah
Luke 4:18	5	Spirit of the Lord	holy-spirit	holy-spirit
Luke 4:22	121	Joseph	joseph-husband-of-mary	joseph-son-of-jacob
Luke 4:25	70	Elijah	elijah	elijah
Luke 4:26	0	Elijah	elijah	elijah
Luke 4:27	48	Elisha	elisha	elisha
Luke 4:34	42	Jesus of Nazareth	jesus-of-nazareth	jesus-of-nazareth
Luke 4:35	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 4:38	48	Simon	simon-peter	simon-peter
Luke 4:38	63	Simon	simon-peter	simon-peter
Luke 5:3	44	Simon	simon-peter	simon-peter
Luke 5:4	42	Simon	simon-peter	simon-peter
Luke 5:5	0	Simon	simon-peter	simon-peter
Luke 5:8	4	Simon Peter	simon-peter	simon-peter
Luke 5:8	46	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:10	17	James	james-son-of-zebedee	james-son-of-zebedee
Luke 5:10	27	John	john-the-baptist	john-the-baptist
Luke 5:10	73	Simon	simon-peter	simon-peter
Luke 5:10	80	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:10	94	Simon	simon-peter	simon-peter
Luke 5:12	88	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:14	131	Moses	moses	moses
Luke 5:18	92	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:19	161	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:22	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:27	62	Levi	-	matthew-levi
Luke 5:29	0	Levi	-	matthew-levi
Luke 5:31	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 5:33	26	John	john-the-baptist	john-the-baptist
Luke 6:3	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 6:3	52	David	david	david
Luke 6:9	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 6:11	88	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 6:14	0	Simon	simon-peter	simon-peter
Luke 6:14	26	Peter	simon-peter	simon-peter
Luke 6:14	33	Andrew	andrew-apostle	andrew-apostle
Luke 6:14	54	James	james-son-of-zebedee	james-son-of-zebedee
Luke 6:14	61	John	john-the-baptist	john-the-baptist
Luke 6:14	67	Philip	philip-the-apostle	philip-the-apostle
Luke 6:14	75	Bartholomew	bartholomew-nathanael	bartholomew-nathanael
Luke 6:15	9	Thomas	thomas-apostle	thomas-apostle
Luke 6:15	17	James, the son of Alphaeus	james-son-of-alphaeus	james-son-of-alphaeus
Luke 6:15	45	Simon	simon-peter	simon-peter
Luke 6:16	0	Judas the son of James	thaddaeus	thaddaeus
Luke 6:16	28	Judas Iscariot	judas-iscariot	judas-iscariot
Luke 7:3	20	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:4	18	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:6	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:9	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:18	17	John	john-the-baptist	john-the-baptist
Luke 7:19	0	John	john-the-baptist	john-the-baptist
Luke 7:19	60	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:20	42	John the Baptizer	john-the-baptist	john-the-baptist
Luke 7:22	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:22	34	John	john-the-baptist	john-the-baptist
Luke 7:24	5	John	john-the-baptist	john-the-baptist
Luke 7:24	75	John	john-the-baptist	john-the-baptist
Luke 7:28	87	John the Baptizer	john-the-baptist	john-the-baptist
Luke 7:29	111	John	john-the-baptist	john-the-baptist
Luke 7:33	4	John the Baptizer	john-the-baptist	john-the-baptist
Luke 7:40	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 7:40	21	Simon	simon-the-pharisee	simon-peter
Luke 7:43	0	Simon	simon-the-pharisee	simon-peter
Luke 7:44	33	Simon	simon-the-pharisee	simon-peter
Luke 8:2	71	Mary	mary-magdalene	mary-mother-of-jesus
Luke 8:3	4	Joanna	joanna-follower-of-jesus	joanna-follower-of-jesus
Luke 8:12	46	the devil	satan	satan
Luke 8:27	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:28	12	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:28	119	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:29	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:30	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:35	55	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:35	126	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:38	88	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:39	149	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:40	5	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:41	92	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:45	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:45	50	Peter	simon-peter	simon-peter
Luke 8:46	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:50	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 8:51	70	Peter	simon-peter	simon-peter
Luke 8:51	77	John	john-the-baptist	john-the-baptist
Luke 8:51	83	James	james-son-of-zebedee	james-son-of-zebedee
Luke 9:7	118	John	john-the-baptist	john-the-baptist
Luke 9:8	17	Elijah	elijah	elijah
Luke 9:9	13	John	john-the-baptist	john-the-baptist
Luke 9:19	17	John the Baptizer	john-the-baptist	john-the-baptist
Luke 9:19	54	Elijah	elijah	elijah
Luke 9:20	49	Peter	simon-peter	simon-peter
Luke 9:28	55	Peter	simon-peter	simon-peter
Luke 9:28	62	John	john-the-baptist	john-the-baptist
Luke 9:28	72	James	james-son-of-zebedee	james-son-of-zebedee
Luke 9:30	48	Moses	moses	moses
Luke 9:30	58	Elijah	elijah	elijah
Luke 9:32	4	Peter	simon-peter	simon-peter
Luke 9:33	31	Peter	simon-peter	simon-peter
Luke 9:33	45	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:33	140	Moses	moses	moses
Luke 9:33	159	Elijah	elijah	elijah
Luke 9:36	21	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:41	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:42	85	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:43	101	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:47	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:49	0	John	john-the-baptist	john-the-baptist
Luke 9:50	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:54	20	James	james-son-of-zebedee	james-son-of-zebedee
Luke 9:54	30	John	john-the-baptist	john-the-baptist
Luke 9:54	148	Elijah	elijah	elijah
Luke 9:58	0	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:60	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 9:62	4	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:18	24	Satan	satan	satan
Luke 10:21	18	Jesus	jesus-of-nazareth	jesus-of-nazareth
Luke 10:21	36	the Holy Spirit	holy-spirit	holy-spirit
